CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,BOS_2012,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Current Police Districts,DELETE - Zip Codes,DELETE - Police Districts,DELETE - Neighborhoods,DELETE - Neighborhoods_from_fyvs_ahh9,DELETE - 2017 Fix It Zones,DELETE - SF Find Neighborhoods,Civic Center Harm Reduction Project Boundary,DELETE - Current Supervisor Districts,Fix It Zones as of 2017-11-06 ,Invest In Neighborhoods (IIN) Areas,DELETE - HSOC Zones,Fix It Zones as of 2018-02-07,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,HSOC Zones as of 2018-06-05,OWED Public Spaces,Parks Alliance CPSI (27+TL sites),Neighborhoods
17610568,11/30/2023 08:18:00 PM,12/01/2023 05:43:38 PM,12/01/2023 05:43:38 PM,Closed,Removed - Case Resolved - TLCBD clean team resolved,Tenderloin CBD Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"424 JONES ST, SAN FRANCISCO, CA, 94102",JONES ST,5,Tenderloin,TENDERLOIN,37.785293959706,-122.412791659915,"(37.78529396, -122.41279166)",Mobile/Open311,,6,20,5,10,36,9,14,10,28852,10,36,36,,20,,10,,,,,6,1,2,1,,,,20
17610565,11/30/2023 08:14:30 PM,12/01/2023 05:59:01 AM,12/01/2023 05:59:01 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2601 SUTTER ST, SAN FRANCISCO, CA, 94115",SUTTER ST,5,Lower Pacific Heights,RICHMOND,37.784724997688,-122.443501017218,"(37.784725, -122.44350102)",Mobile/Open311,,5,103,8,11,31,11,15,9,29490,6,31,31,,103,,11,,,,,,,1,,,,,103
17610563,11/30/2023 08:13:43 PM,12/01/2023 05:58:55 AM,12/01/2023 05:58:55 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1550 EDDY ST, SAN FRANCISCO, CA, 94115",EDDY ST,5,Western Addition,NORTHERN,37.781373146295,-122.433367846637,"(37.78137315, -122.43336785)",Mobile/Open311,,5,97,4,11,39,11,15,6,29490,9,41,41,,97,,11,,,,,,,2,,,,,97
17610562,11/30/2023 08:13:41 PM,,11/30/2023 08:13:43 PM,Open,open,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Not_Offensive,Intersection of GENNESSEE ST and MONTEREY BLVD,GENNESSEE ST,7,Sunnyside,INGLESIDE,37.731541873434,-122.45116006583,"(37.73154187, -122.45116007)",Mobile/Open311,,7,95,9,8,41,4,9,4,59,7,40,40,,95,,8,,,,,,,1,,,,,95
17610561,11/30/2023 08:12:00 PM,12/01/2023 02:38:44 AM,12/01/2023 02:38:44 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of BROOKLYN PL and END (000 BLOCK OF),BROOKLYN PL,3,Chinatown,CENTRAL,37.792791505283,-122.407302822447,"(37.79279151, -122.40730282)",Mobile/Open311,,3,104,6,3,6,10,3,1,28857,1,4,4,,104,,3,,17,,,,,2,,,,,104
17610560,11/30/2023 08:10:46 PM,12/01/2023 05:40:05 AM,12/01/2023 05:40:05 AM,Closed,Case Resolved - Reallocate to city can,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,Intersection of CORA ST and LELAND AVE,CORA ST,10,Visitacion Valley,INGLESIDE,37.712800670946,-122.408499608071,"(37.71280067, -122.40849961)",Mobile/Open311,,10,75,9,9,40,8,9,4,309,7,39,39,,75,,9,,,,,,,2,,,,,75
17610559,11/30/2023 08:10:39 PM,12/01/2023 05:58:49 AM,12/01/2023 05:58:49 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1300 24TH AVE, SAN FRANCISCO, CA, 94122",24TH AVE,4,Outer Sunset,TARAVAL,37.76328275,-122.4823363,"(37.76328275, -122.4823363)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,9,39,,7,11,,,11,,,1,,,,,39
17610558,11/30/2023 08:10:00 PM,12/01/2023 10:58:00 PM,12/01/2023 10:58:00 PM,Closed,Case is a Duplicate,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"84 SYCAMORE ST, SAN FRANCISCO, CA, 94110",SYCAMORE ST,9,Mission,MISSION,37.762664808271,-122.421073235633,"(37.76266481, -122.42107324)",Mobile/Open311,,9,53,3,2,20,7,8,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
17610557,11/30/2023 08:08:22 PM,12/01/2023 05:58:44 AM,12/01/2023 05:58:44 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"3785 24TH ST, SAN FRANCISCO, CA, 94114",24TH ST,8,Dolores Heights,MISSION,37.75162608812,-122.427251892353,"(37.75162609, -122.42725189)",Mobile/Open311,,8,52,3,5,22,5,2,7,28862,4,22,22,,52,,5,,,,,12,,1,,,,,52
17610555,11/30/2023 08:07:15 PM,12/01/2023 05:58:39 AM,12/01/2023 05:58:39 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"5200 FULTON ST, SAN FRANCISCO, CA, 94121",FULTON ST,1,Outer Richmond,RICHMOND,37.772476295976,-122.487750593687,"(37.7724763, -122.48775059)",Mobile/Open311,,1,8,8,4,29,2,11,9,55,6,26,26,,8,,4,,,,,,,1,,,,,8
17610551,11/30/2023 08:01:00 PM,12/10/2023 10:00:05 PM,12/10/2023 10:00:05 PM,Closed,Case Resolved - Closed: No response from PG & E- GRAFFITI in 1 month,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,Intersection of 18TH ST and CAPP ST,18TH ST,9,Mission,MISSION,37.761917236746,-122.418310716748,"(37.76191724, -122.41831072)",Mobile/Open311,,9,53,3,2,20,7,8,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
17610545,11/30/2023 07:55:42 PM,12/01/2023 05:58:31 AM,12/01/2023 05:58:31 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1080 LEAVENWORTH ST, SAN FRANCISCO, CA, 94109",LEAVENWORTH ST,3,Nob Hill,CENTRAL,37.791020357843,-122.415636863746,"(37.79102036, -122.41563686)",Mobile/Open311,,3,16,6,3,21,10,5,1,28858,1,21,21,,16,,3,,,,,,,1,,,,,16
17610544,11/30/2023 07:55:30 PM,,11/30/2023 07:55:31 PM,Open,open,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Not_Offensive,"926 VALLEJO ST, SAN FRANCISCO, CA, 94133",VALLEJO ST,3,Russian Hill,CENTRAL,37.798243,-122.412782,"(37.798243, -122.412782)",Web,,3,107,6,3,21,10,3,1,308,1,21,21,,107,,3,,,,,,,1,,,,,107
17610541,11/30/2023 07:54:00 PM,12/01/2023 01:01:42 PM,12/01/2023 01:01:42 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"102 LOCKSLEY AVE, SAN FRANCISCO, CA, 94122",LOCKSLEY AVE,7,Forest Knolls,PARK,37.758411,-122.463127,"(37.758411, -122.463127)",Web,,7,111,7,8,14,4,1,8,63,5,12,12,,111,,8,,,,,,,1,,,,,111
17610539,11/30/2023 07:52:00 PM,12/01/2023 11:49:41 AM,12/01/2023 11:49:41 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"334 ALEMANY BLVD, SAN FRANCISCO, CA, 94134",ALEMANY BLVD,9,Bernal Heights,INGLESIDE,0,0,"(0.0, 0.0)",Phone,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
17610538,11/30/2023 07:52:00 PM,12/01/2023 05:17:11 AM,12/01/2023 05:17:11 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"1030 PACIFIC AVE, SAN FRANCISCO, CA, 94133",PACIFIC AVE,3,Russian Hill,CENTRAL,37.79623,-122.412247,"(37.79623, -122.412247)",Web,,3,107,6,3,21,10,3,1,308,1,21,21,,107,,3,,,,,,,1,,,,,107
17610536,11/30/2023 07:52:00 PM,12/01/2023 08:05:51 AM,12/01/2023 08:05:51 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"1391 CAYUGA AVE, SAN FRANCISCO, CA, 94112",CAYUGA AVE,11,Cayuga,INGLESIDE,0,0,"(0.0, 0.0)",Phone,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
17610534,11/30/2023 07:50:59 PM,12/01/2023 05:58:26 AM,12/01/2023 05:58:26 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,Intersection of MINNESOTA ST and 20TH ST,MINNESOTA ST,10,Dogpatch,BAYVIEW,37.760500252846,-122.390600256122,"(37.76050025, -122.39060026)",Mobile/Open311,,10,55,2,9,26,8,10,3,28856,3,29,29,20,55,,9,22,,,22,14,,1,,,,,55
17610531,11/30/2023 07:49:00 PM,12/01/2023 05:56:44 PM,12/01/2023 05:56:44 PM,Closed,Removed - Case Resolved - TLCBD clean team resolved,Tenderloin CBD Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"359 HYDE ST, SAN FRANCISCO, CA, 94109",HYDE ST,5,Tenderloin,TENDERLOIN,0,0,"(0.0, 0.0)",Phone,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
17610529,11/30/2023 07:48:00 PM,12/06/2023 01:08:26 PM,12/06/2023 01:08:26 PM,Closed,Abandoned Vehicles - Gone on Arrival,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,Abandoned Vehicle,"724 MANSELL ST, SAN FRANCISCO, CA, 94134",MANSELL ST,9,Portola,BAYVIEW,37.719792191173,-122.408415287399,"(37.71979219, -122.40841529)",Mobile/Open311,,9,91,2,2,25,7,9,3,309,3,28,28,,91,,2,,,,,,,1,,,,,91
17610528,11/30/2023 07:48:00 PM,12/01/2023 04:29:00 PM,12/01/2023 04:29:00 PM,Closed,Case Resolved - Nothing found,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"917 KEARNY ST, SAN FRANCISCO, CA, 94133",KEARNY ST,3,Chinatown,CENTRAL,37.79636699844,-122.405282526428,"(37.796367, -122.40528253)",Mobile/Open311,,3,104,6,3,6,10,3,1,308,1,4,4,,104,,3,,,,,,,2,,,,,104
17610524,11/30/2023 07:45:32 PM,12/01/2023 05:58:21 AM,12/01/2023 05:58:21 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1097 IRVING ST, SAN FRANCISCO, CA, 94122",IRVING ST,7,Inner Sunset,TARAVAL,37.763876295684,-122.469447283188,"(37.7638763, -122.46944728)",Mobile/Open311,,5,109,10,11,14,11,1,5,56,8,12,12,2,109,,11,2,,,2,,,1,,,,,109
17610522,11/30/2023 07:44:35 PM,12/01/2023 05:58:14 AM,12/01/2023 05:58:14 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"106 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",WEST PORTAL AVE,7,West Portal,TARAVAL,37.7396506262,-122.467320898937,"(37.73965063, -122.4673209)",Mobile/Open311,,7,46,10,8,41,4,1,5,59,8,40,40,,46,,8,,23,,,,,1,,,,,46
17610521,11/30/2023 07:44:18 PM,12/01/2023 05:58:09 AM,12/01/2023 05:58:09 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1603 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5,Haight Ashbury,PARK,37.7696871974,-122.448836686203,"(37.7696872, -122.44883669)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17610520,11/30/2023 07:43:36 PM,12/01/2023 05:58:03 AM,12/01/2023 05:58:03 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"908 HAYES ST, SAN FRANCISCO, CA, 94117",HAYES ST,5,Alamo Square,NORTHERN,37.775872145319,-122.431443787728,"(37.77587215, -122.43144379)",Mobile/Open311,,5,23,4,11,9,11,15,6,29492,9,10,10,,23,,11,,,,,,,1,,,,,23
17610513,11/30/2023 07:37:00 PM,12/01/2023 10:58:00 PM,12/01/2023 10:58:00 PM,Closed,Case is a Duplicate,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"996 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",SOUTH VAN NESS AVE,9,Mission,MISSION,37.757267847402,-122.416995317448,"(37.75726785, -122.41699532)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
17610511,11/30/2023 07:36:11 PM,12/01/2023 10:26:02 AM,12/01/2023 10:26:02 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"996 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",SOUTH VAN NESS AVE,9,Mission,MISSION,37.757231455978,-122.416959582303,"(37.75723146, -122.41695958)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
17610510,11/30/2023 07:35:43 PM,12/01/2023 05:57:21 AM,12/01/2023 05:57:21 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"810 CLEMENT ST, SAN FRANCISCO, CA, 94118",CLEMENT ST,1,Inner Richmond,RICHMOND,37.782877567259,-122.467780206467,"(37.78287757, -122.46778021)",Mobile/Open311,,1,5,8,4,11,2,11,9,54,6,11,11,,5,,4,,,,,,,1,,,,,5
17610508,11/30/2023 07:35:21 PM,12/01/2023 05:57:16 AM,12/01/2023 05:57:16 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2319 JUDAH ST, SAN FRANCISCO, CA, 94122",JUDAH ST,4,Outer Sunset,TARAVAL,37.761196660094,-122.486779382613,"(37.76119666, -122.48677938)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
17610507,11/30/2023 07:35:00 PM,12/01/2023 12:13:13 PM,12/01/2023 12:13:13 PM,Closed,Unable to Locate - N and Cato encampment,HSOC Individual Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"3935 MARKET ST, SAN FRANCISCO, CA, 94131 (Virtual)",MARKET ST,8,Upper Market,MISSION,37.751537,-122.442772,"(37.751537, -122.442772)",Web,,8,51,3,5,22,5,2,7,28862,4,22,22,,51,,5,,,,,,,1,,,,,51
17610497,11/30/2023 07:30:29 PM,12/01/2023 08:31:31 AM,12/01/2023 08:31:31 AM,Closed,Case is a Duplicate - Duplicate number 17589998,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,Abandoned Vehicle,Intersection of ROSENKRANZ ST and END (000 BLOCK OF),ROSENKRANZ ST,9,Bernal Heights,INGLESIDE,37.74241380918,-122.410658359215,"(37.74241381, -122.41065836)",Mobile/Open311,,9,83,9,2,2,7,10,4,28859,7,2,2,,83,,2,,,,,,,1,,,,,83
17610495,11/30/2023 07:29:47 PM,12/01/2023 05:57:11 AM,12/01/2023 05:57:11 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"590 BAKER ST, SAN FRANCISCO, CA, 94117",BAKER ST,5,Panhandle,PARK,37.776359864054,-122.441329395091,"(37.77635986, -122.4413294)",Mobile/Open311,,5,24,7,11,9,11,15,8,29492,5,10,10,,24,,11,,,,,,,1,,,,,24
17610494,11/30/2023 07:29:25 PM,12/01/2023 05:57:06 AM,12/01/2023 05:57:06 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2457 NORIEGA ST, SAN FRANCISCO, CA, 94122",NORIEGA ST,4,Outer Sunset,TARAVAL,37.753529915913,-122.490258123823,"(37.75352992, -122.49025812)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
17610491,11/30/2023 07:27:55 PM,12/01/2023 08:28:35 AM,12/01/2023 08:28:35 AM,Closed,Case is a Duplicate - Duplicate number 17602164,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,Abandoned Vehicle,Intersection of FOLSOM ST and END (3500 BLOCK OF),FOLSOM ST,9,Bernal Heights,INGLESIDE,37.742354263192,-122.413390200829,"(37.74235426, -122.4133902)",Mobile/Open311,,9,83,9,2,2,7,2,4,28859,7,2,2,,83,,2,,,,,,,1,,,,,83
17610490,11/30/2023 07:26:13 PM,12/01/2023 05:57:02 AM,12/01/2023 05:57:02 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"400 BEACH ST, SAN FRANCISCO, CA, 94133",BEACH ST,3,Fisherman's Wharf,CENTRAL,37.807390819658,-122.415594896372,"(37.80739082, -122.4155949)",Mobile/Open311,,3,99,6,3,23,10,5,1,308,1,23,23,,99,,3,,,,,2,,2,,,,,99
17610489,11/30/2023 07:25:00 PM,12/06/2023 01:22:39 PM,12/06/2023 01:22:39 PM,Closed,Abandoned Vehicles - Vehicle Complied w/Law,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,Abandoned Vehicle,Intersection of FOLSOM ST and END (3500 BLOCK OF),FOLSOM ST,9,Bernal Heights,INGLESIDE,37.742312003112,-122.413272595641,"(37.742312, -122.4132726)",Mobile/Open311,,9,83,9,2,2,7,2,4,28859,7,2,2,,83,,2,,,,,,,1,,,,,83
17610488,11/30/2023 07:25:31 PM,12/01/2023 05:56:56 AM,12/01/2023 05:56:56 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"245 CLEMENT ST, SAN FRANCISCO, CA, 94118",CLEMENT ST,1,Inner Richmond,RICHMOND,37.782988825922,-122.462027790146,"(37.78298883, -122.46202779)",Mobile/Open311,,1,5,8,4,11,2,11,9,54,6,11,11,,5,,4,,,,,,,1,,,,,5
17610486,11/30/2023 07:24:00 PM,,12/01/2023 07:40:36 PM,Open,,HSA - Food Assistance - G,General Request - HUMAN SERVICES AGENCY,request_for_service,food_assistance - request_for_service,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17610480,11/30/2023 07:23:00 PM,12/12/2023 08:21:02 AM,12/12/2023 08:21:02 AM,Closed,Comment Noted - Motorhome cited for TRC 7.2.29 over 72 hours but couldn't towed it because it was occupied by owner.,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,Abandoned Vehicle,Intersection of FOLSOM ST and END (3500 BLOCK OF),FOLSOM ST,9,Bernal Heights,INGLESIDE,37.742334460541,-122.413290096097,"(37.74233446, -122.4132901)",Mobile/Open311,,9,83,9,2,2,7,2,4,28859,7,2,2,,83,,2,,,,,,,1,,,,,83
17610479,11/30/2023 07:23:00 PM,,12/02/2023 02:40:06 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Not_Offensive,"1001 HARRISON ST, SAN FRANCISCO, CA, 94103",HARRISON ST,6,South of Market,SOUTHERN,37.776798,-122.404431,"(37.776798, -122.404431)",Web,https://mobile311.sfgov.org/media/san_francisco/report/photos/656951a14f4ae3dbfe00836e/Resized_20231130_051308.jpeg,6,32,1,10,34,9,14,2,28853,2,34,34,24,32,,10,6,,,6,,,2,,,,,32
17610476,11/30/2023 07:21:00 PM,12/07/2023 07:12:00 AM,12/07/2023 07:12:00 AM,Closed,DPT Abandoned Vehicles- Towed-72 hours - 12/06/2023  @ 1139 HRS #168,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,Abandoned Vehicle,"40 PRENTISS ST, SAN FRANCISCO, CA, 94110",PRENTISS ST,9,Bernal Heights,INGLESIDE,37.742323389702,-122.412010708949,"(37.74232339, -122.41201071)",Mobile/Open311,,9,83,9,2,2,7,10,4,28859,7,2,2,,83,,2,,,,,,,1,,,,,83
17610473,11/30/2023 07:19:12 PM,12/01/2023 05:56:52 AM,12/01/2023 05:56:52 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2800 TURK BLVD, SAN FRANCISCO, CA, 94118",TURK BLVD,1,Lone Mountain,PARK,37.77813378725,-122.451779740045,"(37.77813379, -122.45177974)",Mobile/Open311,,1,12,7,4,18,2,15,9,54,6,16,16,,12,,4,,,,,,,1,,,,,12
17610469,11/30/2023 07:16:50 PM,12/01/2023 05:43:08 AM,12/01/2023 05:43:08 AM,Closed,Case Resolved - Reallocate to city can,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"15 EXCELSIOR AVE, SAN FRANCISCO, CA, 94112",EXCELSIOR AVE,11,Excelsior,INGLESIDE,37.726314195531,-122.433500317963,"(37.7263142, -122.43350032)",Mobile/Open311,,11,90,9,1,7,6,9,4,28861,7,5,5,,90,,1,,,,4,,,2,,,,,90
17610461,11/30/2023 07:12:00 PM,12/01/2023 06:15:03 AM,12/01/2023 06:15:03 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"19 CLEMENTINA ST, SAN FRANCISCO, CA, 94105",CLEMENTINA ST,6,South of Market,SOUTHERN,37.7871823,-122.3954488,"(37.7871823, -122.3954488)",Mobile/Open311,,6,32,1,10,8,9,6,2,28855,2,6,6,,32,,10,,,,,3,,1,,,,,32
17610453,11/30/2023 07:09:00 PM,12/01/2023 06:17:24 AM,12/01/2023 06:17:24 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of PARKRIDGE DR and BURNETT AVE,PARKRIDGE DR,8,Upper Market,PARK,37.750482529012,-122.445877706941,"(37.75048253, -122.44587771)",Mobile/Open311,,8,51,7,5,38,5,2,8,63,5,38,38,,51,,5,,,,,,,1,,,,,51
17610450,11/30/2023 07:06:00 PM,12/06/2023 11:36:13 AM,12/06/2023 11:36:13 AM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Street,Street - Not_Offensive,"111 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",WEST PORTAL AVE,7,West Portal,TARAVAL,37.739564684724,-122.467208907594,"(37.73956468, -122.46720891)",Mobile/Open311,,7,46,10,8,41,4,1,5,59,8,40,40,,46,,8,,,,,,,1,,,,,46
17610448,11/30/2023 07:06:20 PM,12/01/2023 05:56:47 AM,12/01/2023 05:56:47 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"397 HAIGHT ST, SAN FRANCISCO, CA, 94102",HAIGHT ST,5,Mint Hill,NORTHERN,37.77220594327,-122.428728653789,"(37.77220594, -122.42872865)",Mobile/Open311,,5,27,4,11,9,11,7,6,28852,9,10,10,,27,,11,,,,,,,1,,,,,27
17610446,11/30/2023 07:06:00 PM,12/01/2023 07:00:21 AM,12/01/2023 07:00:21 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Electronics,"2230 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.761247965706,-122.419495247304,"(37.76124797, -122.41949525)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
17610445,11/30/2023 07:05:08 PM,12/01/2023 05:42:50 AM,12/01/2023 05:42:50 AM,Closed,Case Resolved - Reallocate to city can,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"8 EXCELSIOR AVE, SAN FRANCISCO, CA, 94112",EXCELSIOR AVE,11,Excelsior,INGLESIDE,37.726113398815,-122.433630991848,"(37.7261134, -122.43363099)",Mobile/Open311,,11,90,9,1,7,6,9,4,28861,7,5,5,,90,,1,,,,4,,,2,,,,,90
17610440,11/30/2023 07:00:00 PM,11/30/2023 10:15:54 PM,11/30/2023 10:15:54 PM,Closed,Case is a Duplicate - Request is a duplicate and has been previously reported as 17610440,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"87 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",WEST PORTAL AVE,7,West Portal,TARAVAL,37.739723859926,-122.4667253451,"(37.73972386, -122.46672535)",Mobile/Open311,,7,46,10,8,41,4,1,5,59,8,40,40,,46,,8,,23,,,,,1,,,,,46
17610438,11/30/2023 06:59:00 PM,12/01/2023 05:58:52 AM,12/01/2023 05:58:52 AM,Closed,Case Resolved - Dpw,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,"1240 SAN JOSE AVE, SAN FRANCISCO, CA, 94131 (Virtual)",SAN JOSE AVE,8,Fairmount,INGLESIDE,37.736417688034,-122.426758427091,"(37.73641769, -122.42675843)",Mobile/Open311,,8,59,9,5,10,5,2,4,63,7,7,7,,59,,5,,,,,,,1,,,,,59
17610434,11/30/2023 06:58:17 PM,12/01/2023 05:56:42 AM,12/01/2023 05:56:42 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"600 BEACH ST, SAN FRANCISCO, CA, 94133",BEACH ST,3,Fisherman's Wharf,CENTRAL,37.807020298241,-122.41887708206,"(37.8070203, -122.41887708)",Mobile/Open311,,2,99,6,3,23,10,5,1,308,1,23,23,,99,,3,,,,,2,,2,,,,,99
17610433,11/30/2023 06:57:45 PM,,11/30/2023 06:58:51 PM,Open,open,SF311 AI Routing Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Not_Offensive,"106 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",WEST PORTAL AVE,7,West Portal,TARAVAL,37.739657610736,-122.467273919946,"(37.73965761, -122.46727392)",Mobile/Open311,,7,46,10,8,41,4,1,5,59,8,40,40,,46,,8,,,,,,,1,,,,,46
